order_id,customer_age,region,membership,channel,category,price,quantity,amount,grade_apply,grade_vec,membership_score,age_next_year_apply,age_next_year_vec,region_clean,membership_clean,channel_clean,membership_ord,ch_app,ch_web,ch_app.1,ch_web.1,quantity_mm,quantity_robust,amount_log
O00895,54.0,부산,gold,app,패션,19900.0,2,39800.0,mid,mid,3.0,55.0,55.0,부산,gold,app,3,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O01177,29.0,부산,basic,app,뷰티,19900.0,2,39800.0,mid,mid,1.0,30.0,30.0,부산,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O01320,50.0,서울,basic,app,도서,19900.0,2,39800.0,mid,mid,1.0,51.0,51.0,서울,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00149,39.0,서울,gold,app,가전,19900.0,2,39800.0,mid,mid,3.0,40.0,40.0,서울,gold,app,3,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00965,32.0,서울,silver,web,가전,19900.0,2,39800.0,mid,mid,2.0,33.0,33.0,서울,silver,web,2,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O01096,34.0,서울,gold,web,가전,19900.0,2,39800.0,mid,mid,3.0,35.0,35.0,서울,gold,web,3,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O01217,35.0,서울,silver,web,패션,19900.0,2,39800.0,mid,mid,2.0,36.0,36.0,서울,silver,web,2,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00804,34.0,경기,basic,APP,도서,19900.0,2,39800.0,mid,mid,1.0,35.0,35.0,경기,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00243,24.0,대구,gold,app,도서,19900.0,2,39800.0,mid,mid,3.0,25.0,25.0,대구,gold,app,3,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00995,22.0,서울,silver,web,가전,19900.0,2,39800.0,mid,mid,2.0,23.0,23.0,서울,silver,web,2,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00802,41.0,서울,silver,app ,가전,19900.0,2,39800.0,mid,mid,2.0,42.0,42.0,서울,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00791,53.0,서울,silver,web,가전,19900.0,2,39800.0,mid,mid,2.0,54.0,54.0,서울,silver,web,2,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00108,39.0,부산,gold,web,도서,19900.0,2,39800.0,mid,mid,3.0,40.0,40.0,부산,gold,web,3,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O01210,48.0,대구,basic,web,패션,19900.0,2,39800.0,mid,mid,1.0,49.0,49.0,대구,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00825,39.0,경기,gold,web,도서,19900.0,2,39800.0,mid,mid,3.0,40.0,40.0,경기,gold,web,3,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00563,41.0,서울,gold,web,패션,19900.0,2,39800.0,mid,mid,3.0,42.0,42.0,서울,gold,web,3,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00235,33.0,서울,basic,web,뷰티,19900.0,2,39800.0,mid,mid,1.0,34.0,34.0,서울,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O01140,48.0,경기,silver,app,가전,19900.0,2,39800.0,mid,mid,2.0,49.0,49.0,경기,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O01084,48.0,인천,basic,app,뷰티,19900.0,2,39800.0,mid,mid,1.0,49.0,49.0,인천,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00019,61.0,경기,basic,web,식품,19900.0,2,39800.0,mid,mid,1.0,62.0,62.0,경기,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00860,35.0,서울,basic,app,가전,19900.0,2,39800.0,mid,mid,1.0,36.0,36.0,서울,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00178,16.0,서울,basic,app,가전,19900.0,2,39800.0,mid,mid,1.0,17.0,17.0,서울,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00872,33.0,서울,gold,web,식품,19900.0,2,39800.0,mid,mid,3.0,34.0,34.0,서울,gold,web,3,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00853,33.0,서울,silver,app,뷰티,19900.0,2,39800.0,mid,mid,2.0,34.0,34.0,서울,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00533,41.0,대구,basic,web,뷰티,19900.0,2,39800.0,mid,mid,1.0,42.0,42.0,대구,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O01312,52.0,인천,silver,app ,식품,19900.0,2,39800.0,mid,mid,2.0,53.0,53.0,인천,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00538,36.0,서울,basic,web,뷰티,19900.0,2,39800.0,mid,mid,1.0,37.0,37.0,서울,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O01392,31.0,서울,silver,app,도서,19900.0,2,39800.0,mid,mid,2.0,32.0,32.0,서울,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O01485,11.0,서울,silver,web,뷰티,19900.0,2,39800.0,mid,mid,2.0,12.0,12.0,서울,silver,web,2,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O01447,34.0,부산,silver,web,패션,19900.0,2,39800.0,mid,mid,2.0,35.0,35.0,부산,silver,web,2,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00882,30.0,부산,gold,app,도서,19900.0,2,39800.0,mid,mid,3.0,31.0,31.0,부산,gold,app,3,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00364,27.0,경기,silver,web,식품,19900.0,2,39800.0,mid,mid,2.0,28.0,28.0,경기,silver,web,2,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00236,37.0,부산,gold,web,뷰티,19900.0,2,39800.0,mid,mid,3.0,38.0,38.0,부산,gold,web,3,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00199,40.0,인천,vip,web,뷰티,19900.0,2,39800.0,mid,mid,4.0,41.0,41.0,인천,vip,web,4,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O01053,41.0,대구,gold,app,식품,19900.0,2,39800.0,mid,mid,3.0,42.0,42.0,대구,gold,app,3,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O01484,13.0,서울,gold,app,패션,19900.0,2,39800.0,mid,mid,3.0,14.0,14.0,서울,gold,app,3,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00324,34.0,서울,gold,app,패션,19900.0,2,39800.0,mid,mid,3.0,35.0,35.0,서울,gold,app,3,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00035,27.0,대구,basic,web,뷰티,19900.0,2,39800.0,mid,mid,1.0,28.0,28.0,대구,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00556,56.0,경기,silver,app,패션,19900.0,2,39800.0,mid,mid,2.0,57.0,57.0,경기,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00117,23.0,인천,vip,app,패션,19900.0,2,39800.0,mid,mid,4.0,24.0,24.0,인천,vip,app,4,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00249,42.0,대구,gold,app,도서,19900.0,2,39800.0,mid,mid,3.0,43.0,43.0,대구,gold,app,3,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00357,45.0,서울,gold,app,패션,19900.0,2,39800.0,mid,mid,3.0,46.0,46.0,서울,gold,app,3,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O01054,38.0,부산,vip,app,식품,19900.0,2,39800.0,mid,mid,4.0,39.0,39.0,부산,vip,app,4,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00558,37.0,서울,basic,web,뷰티,19900.0,2,39800.0,mid,mid,1.0,38.0,38.0,서울,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00889,35.0,서울,silver,app,식품,19900.0,2,39800.0,mid,mid,2.0,36.0,36.0,서울,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00591,40.0,서울,gold,APP,가전,19900.0,2,39800.0,mid,mid,3.0,41.0,41.0,서울,gold,app,3,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O01151,30.0,부산,basic,web,도서,19900.0,2,39800.0,mid,mid,1.0,31.0,31.0,부산,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00959,40.0,서울,basic,web,가전,19900.0,2,39800.0,mid,mid,1.0,41.0,41.0,서울,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O01340,38.0,서울,basic,web,패션,19900.0,2,39800.0,mid,mid,1.0,39.0,39.0,서울,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00744,28.0,경기,vip,web,식품,19900.0,2,39800.0,mid,mid,4.0,29.0,29.0,경기,vip,web,4,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00617,29.0,서울,basic,app,식품,19900.0,2,39800.0,mid,mid,1.0,30.0,30.0,서울,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O01349,28.0,대구,silver,app,식품,19900.0,2,39800.0,mid,mid,2.0,29.0,29.0,대구,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O01161,38.0,인천,basic,app,뷰티,19900.0,2,39800.0,mid,mid,1.0,39.0,39.0,인천,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00949,40.0,인천,basic,web,도서,19900.0,2,39800.0,mid,mid,1.0,41.0,41.0,인천,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00396,25.0,대구,silver,APP,식품,19900.0,2,39800.0,mid,mid,2.0,26.0,26.0,대구,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O01170,29.0,서울,basic,web,도서,19900.0,2,39800.0,mid,mid,1.0,30.0,30.0,서울,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00516,32.0,서울,basic,app ,가전,19900.0,2,39800.0,mid,mid,1.0,33.0,33.0,서울,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00710,36.0,부산,vip,APP,식품,19900.0,2,39800.0,mid,mid,4.0,37.0,37.0,부산,vip,app,4,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00631,18.0,부산,basic,app,도서,19900.0,2,39800.0,mid,mid,1.0,19.0,19.0,부산,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00210,34.0,서울,silver,app,가전,19900.0,2,39800.0,mid,mid,2.0,35.0,35.0,서울,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O01452,30.0,경기,silver,app,뷰티,19900.0,2,39800.0,mid,mid,2.0,31.0,31.0,경기,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O01268,43.0,경기,basic,web,뷰티,19900.0,2,39800.0,mid,mid,1.0,44.0,44.0,경기,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00275,28.0,경기,gold,app,패션,19900.0,2,39800.0,mid,mid,3.0,29.0,29.0,경기,gold,app,3,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00250,37.0,인천,basic,app,식품,19900.0,2,39800.0,mid,mid,1.0,38.0,38.0,인천,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00638,41.0,서울,silver,web,도서,19900.0,2,39800.0,mid,mid,2.0,42.0,42.0,서울,silver,web,2,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00212,26.0,부산,basic,app,도서,19900.0,2,39800.0,mid,mid,1.0,27.0,27.0,부산,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00720,13.0,부산,basic,web,가전,19900.0,2,39800.0,mid,mid,1.0,14.0,14.0,부산,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O01106,23.0,서울,silver,app,도서,19900.0,2,39800.0,mid,mid,2.0,24.0,24.0,서울,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O01338,38.0,부산,basic,app ,식품,19900.0,2,39800.0,mid,mid,1.0,39.0,39.0,부산,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O01472,32.0,부산,basic,APP,식품,19900.0,2,39800.0,mid,mid,1.0,33.0,33.0,부산,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00715,29.0,서울,silver,APP,패션,19900.0,2,39800.0,mid,mid,2.0,30.0,30.0,서울,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O01352,41.0,경기,basic,app,패션,19900.0,2,39800.0,mid,mid,1.0,42.0,42.0,경기,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00695,33.0,서울,basic,web,도서,19900.0,2,39800.0,mid,mid,1.0,34.0,34.0,서울,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O01001,45.0,서울,gold,app,패션,19900.0,2,39800.0,mid,mid,3.0,46.0,46.0,서울,gold,app,3,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00466,27.0,서울,silver,app,가전,19900.0,2,39800.0,mid,mid,2.0,28.0,28.0,서울,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00440,35.0,서울,basic,app ,식품,19900.0,2,39800.0,mid,mid,1.0,36.0,36.0,서울,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O01021,40.0,부산,silver,web,도서,19900.0,2,39800.0,mid,mid,2.0,41.0,41.0,부산,silver,web,2,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00433,44.0,경기,silver,app,뷰티,19900.0,2,39800.0,mid,mid,2.0,45.0,45.0,경기,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00675,23.0,경기,basic,app,식품,19900.0,2,39800.0,mid,mid,1.0,24.0,24.0,경기,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O01101,53.0,서울,silver,app,식품,19900.0,2,39800.0,mid,mid,2.0,54.0,54.0,서울,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O01067,40.0,서울,basic,web,뷰티,19900.0,2,39800.0,mid,mid,1.0,41.0,41.0,서울,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O01006,29.0,부산,basic,web,패션,19900.0,2,39800.0,mid,mid,1.0,30.0,30.0,부산,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O01361,19.0,대구,gold,web,도서,19900.0,2,39800.0,mid,mid,3.0,20.0,20.0,대구,gold,web,3,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00767,54.0,부산,silver,app,도서,19900.0,2,39800.0,mid,mid,2.0,55.0,55.0,부산,silver,app,2,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00666,25.0,서울,vip,web,도서,19900.0,2,39800.0,mid,mid,4.0,26.0,26.0,서울,vip,web,4,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O01186,35.0,대구,basic,app,패션,19900.0,2,39800.0,mid,mid,1.0,36.0,36.0,대구,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00597,39.0,부산,silver,web,가전,19900.0,2,39800.0,mid,mid,2.0,40.0,40.0,부산,silver,web,2,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O01220,16.0,서울,basic,web,패션,19900.0,2,39800.0,mid,mid,1.0,17.0,17.0,서울,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00761,58.0,서울,gold,web,도서,19900.0,2,39800.0,mid,mid,3.0,59.0,59.0,서울,gold,web,3,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O01023,26.0,대구,basic,app,뷰티,19900.0,2,39800.0,mid,mid,1.0,27.0,27.0,대구,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00384,31.0,인천,gold,web,가전,19900.0,2,39800.0,mid,mid,3.0,32.0,32.0,인천,gold,web,3,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O01243,23.0,부산,basic,app,도서,19900.0,2,39800.0,mid,mid,1.0,24.0,24.0,부산,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00756,31.0,부산,silver,web,뷰티,19900.0,2,39800.0,mid,mid,2.0,32.0,32.0,부산,silver,web,2,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O01491,36.0,서울,basic,web,식품,19900.0,2,39800.0,mid,mid,1.0,37.0,37.0,서울,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00386,44.0,인천,basic,app,식품,19900.0,2,39800.0,mid,mid,1.0,45.0,45.0,인천,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00388,34.0,서울,basic,app,패션,19900.0,2,39800.0,mid,mid,1.0,35.0,35.0,서울,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00422,44.0,부산,basic,app,패션,19900.0,2,39800.0,mid,mid,1.0,45.0,45.0,부산,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00608,38.0,서울,vip,web,가전,19900.0,2,39800.0,mid,mid,4.0,39.0,39.0,서울,vip,web,4,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O01271,33.0,부산,basic,app,가전,19900.0,2,39800.0,mid,mid,1.0,34.0,34.0,부산,basic,app,1,1,0,1,0,0.0126582278481012,1.0,10.591647316585027
O00648,41.0,부산,basic,web,패션,19900.0,2,39800.0,mid,mid,1.0,42.0,42.0,부산,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00261,25.0,경기,basic,web,뷰티,19900.0,2,39800.0,mid,mid,1.0,26.0,26.0,경기,basic,web,1,0,1,0,1,0.0126582278481012,1.0,10.591647316585027
O00980,20.0,경기,gold,web,식품,29900.0,1,29900.0,low,low,3.0,21.0,21.0,경기,gold,web,3,0,1,0,1,0.0,0.0,10.305647203635566
O00871,23.0,서울,silver,web,식품,29900.0,1,29900.0,low,low,2.0,24.0,24.0,서울,silver,web,2,0,1,0,1,0.0,0.0,10.305647203635566
O00874,34.0,경기,basic,app,가전,29900.0,1,29900.0,low,low,1.0,35.0,35.0,경기,basic,app,1,1,0,1,0,0.0,0.0,10.305647203635566
O01423,30.0,서울,gold,app,도서,29900.0,1,29900.0,low,low,3.0,31.0,31.0,서울,gold,app,3,1,0,1,0,0.0,0.0,10.305647203635566
O00982,15.0,부산,gold,app,식품,29900.0,1,29900.0,low,low,3.0,16.0,16.0,부산,gold,app,3,1,0,1,0,0.0,0.0,10.305647203635566
O01008,20.0,인천,basic,web,뷰티,29900.0,1,29900.0,low,low,1.0,21.0,21.0,인천,basic,web,1,0,1,0,1,0.0,0.0,10.305647203635566
O00198,30.0,인천,basic,app,패션,29900.0,1,29900.0,low,low,1.0,31.0,31.0,인천,basic,app,1,1,0,1,0,0.0,0.0,10.305647203635566
O00927,23.0,서울,basic,app,패션,29900.0,1,29900.0,low,low,1.0,24.0,24.0,서울,basic,app,1,1,0,1,0,0.0,0.0,10.305647203635566
O00926,40.0,서울,vip,web,뷰티,29900.0,1,29900.0,low,low,4.0,41.0,41.0,서울,vip,web,4,0,1,0,1,0.0,0.0,10.305647203635566
O00932,16.0,인천,gold,web,가전,29900.0,1,29900.0,low,low,3.0,17.0,17.0,인천,gold,web,3,0,1,0,1,0.0,0.0,10.305647203635566
O00941,29.0,서울,silver,app,도서,29900.0,1,29900.0,low,low,2.0,30.0,30.0,서울,silver,app,2,1,0,1,0,0.0,0.0,10.305647203635566
O01160,45.0,서울,silver,app,가전,29900.0,1,29900.0,low,low,2.0,46.0,46.0,서울,silver,app,2,1,0,1,0,0.0,0.0,10.305647203635566
O01172,48.0,대구,basic,APP,식품,29900.0,1,29900.0,low,low,1.0,49.0,49.0,대구,basic,app,1,1,0,1,0,0.0,0.0,10.305647203635566
O01494,31.0,서울,basic,app,식품,29900.0,1,29900.0,low,low,1.0,32.0,32.0,서울,basic,app,1,1,0,1,0,0.0,0.0,10.305647203635566
O00903,34.0,서울,basic,app ,뷰티,29900.0,1,29900.0,low,low,1.0,35.0,35.0,서울,basic,app,1,1,0,1,0,0.0,0.0,10.305647203635566
O01174,20.0,서울,basic,app,가전,29900.0,1,29900.0,low,low,1.0,21.0,21.0,서울,basic,app,1,1,0,1,0,0.0,0.0,10.305647203635566
O01176,32.0,경기,basic,APP,도서,29900.0,1,29900.0,low,low,1.0,33.0,33.0,경기,basic,app,1,1,0,1,0,0.0,0.0,10.305647203635566
O01152,40.0,인천,basic,web,가전,29900.0,1,29900.0,low,low,1.0,41.0,41.0,인천,basic,web,1,0,1,0,1,0.0,0.0,10.305647203635566
O01426,62.0,대구,vip,web,패션,29900.0,1,29900.0,low,low,4.0,63.0,63.0,대구,vip,web,4,0,1,0,1,0.0,0.0,10.305647203635566
O00037,51.0,서울,basic,web,식품,29900.0,1,29900.0,low,low,1.0,52.0,52.0,서울,basic,web,1,0,1,0,1,0.0,0.0,10.305647203635566
O01028,40.0,인천,vip,web,패션,29900.0,1,29900.0,low,low,4.0,41.0,41.0,인천,vip,web,4,0,1,0,1,0.0,0.0,10.305647203635566
O00998,36.0,서울,gold,web,식품,29900.0,1,29900.0,low,low,3.0,37.0,37.0,서울,gold,web,3,0,1,0,1,0.0,0.0,10.305647203635566
O00204,51.0,인천,silver,app,패션,29900.0,1,29900.0,low,low,2.0,52.0,52.0,인천,silver,app,2,1,0,1,0,0.0,0.0,10.305647203635566
O01048,34.0,서울,basic,app,패션,29900.0,1,29900.0,low,low,1.0,35.0,35.0,서울,basic,app,1,1,0,1,0,0.0,0.0,10.305647203635566
O01492,31.0,서울,gold,app,패션,29900.0,1,29900.0,low,low,3.0,32.0,32.0,서울,gold,app,3,1,0,1,0,0.0,0.0,10.305647203635566
O00209,41.0,서울,silver,web,식품,29900.0,1,29900.0,low,low,2.0,42.0,42.0,서울,silver,web,2,0,1,0,1,0.0,0.0,10.305647203635566
O00223,31.0,서울,basic,web,도서,29900.0,1,29900.0,low,low,1.0,32.0,32.0,서울,basic,web,1,0,1,0,1,0.0,0.0,10.305647203635566
O01124,44.0,인천,vip,app ,가전,29900.0,1,29900.0,low,low,4.0,45.0,45.0,인천,vip,app,4,1,0,1,0,0.0,0.0,10.305647203635566
O00173,15.0,경기,gold,web,식품,29900.0,1,29900.0,low,low,3.0,16.0,16.0,경기,gold,web,3,0,1,0,1,0.0,0.0,10.305647203635566
O00937,37.0,서울,basic,web,뷰티,29900.0,1,29900.0,low,low,1.0,38.0,38.0,서울,basic,web,1,0,1,0,1,0.0,0.0,10.305647203635566
O00195,35.0,서울,basic,web,식품,29900.0,1,29900.0,low,low,1.0,36.0,36.0,서울,basic,web,1,0,1,0,1,0.0,0.0,10.305647203635566
O00193,32.0,대구,basic,APP,패션,29900.0,1,29900.0,low,low,1.0,33.0,33.0,대구,basic,app,1,1,0,1,0,0.0,0.0,10.305647203635566
O01011,55.0,서울,basic,web,패션,29900.0,1,29900.0,low,low,1.0,56.0,56.0,서울,basic,web,1,0,1,0,1,0.0,0.0,10.305647203635566
O01163,39.0,서울,basic,app,가전,29900.0,1,29900.0,low,low,1.0,40.0,40.0,서울,basic,app,1,1,0,1,0,0.0,0.0,10.305647203635566
O01382,40.0,서울,gold,web,도서,29900.0,1,29900.0,low,low,3.0,41.0,41.0,서울,gold,web,3,0,1,0,1,0.0,0.0,10.305647203635566
O01275,28.0,경기,silver,app,도서,29900.0,1,29900.0,low,low,2.0,29.0,29.0,경기,silver,app,2,1,0,1,0,0.0,0.0,10.305647203635566
O01303,36.0,서울,vip,app,도서,29900.0,1,29900.0,low,low,4.0,37.0,37.0,서울,vip,app,4,1,0,1,0,0.0,0.0,10.305647203635566
O00549,33.0,경기,silver,web,식품,29900.0,1,29900.0,low,low,2.0,34.0,34.0,경기,silver,web,2,0,1,0,1,0.0,0.0,10.305647203635566
O00540,30.0,서울,basic,web,패션,29900.0,1,29900.0,low,low,1.0,31.0,31.0,서울,basic,web,1,0,1,0,1,0.0,0.0,10.305647203635566
O00290,29.0,경기,silver,web,식품,29900.0,1,29900.0,low,low,2.0,30.0,30.0,경기,silver,web,2,0,1,0,1,0.0,0.0,10.305647203635566
O00529,28.0,서울,basic,APP,뷰티,29900.0,1,29900.0,low,low,1.0,29.0,29.0,서울,basic,app,1,1,0,1,0,0.0,0.0,10.305647203635566
O00123,35.0,서울,silver,web,가전,29900.0,1,29900.0,low,low,2.0,36.0,36.0,서울,silver,web,2,0,1,0,1,0.0,0.0,10.305647203635566
O01299,35.0,경기,vip,web,식품,29900.0,1,29900.0,low,low,4.0,36.0,36.0,경기,vip,web,4,0,1,0,1,0.0,0.0,10.305647203635566
O00514,32.0,인천,basic,app,뷰티,29900.0,1,29900.0,low,low,1.0,33.0,33.0,인천,basic,app,1,1,0,1,0,0.0,0.0,10.305647203635566
O00183,37.0,대구,silver,web,도서,29900.0,1,29900.0,low,low,2.0,38.0,38.0,대구,silver,web,2,0,1,0,1,0.0,0.0,10.305647203635566
O01310,32.0,인천,silver,app,가전,29900.0,1,29900.0,low,low,2.0,33.0,33.0,인천,silver,app,2,1,0,1,0,0.0,0.0,10.305647203635566
O00300,42.0,서울,basic,app,뷰티,29900.0,1,29900.0,low,low,1.0,43.0,43.0,서울,basic,app,1,1,0,1,0,0.0,0.0,10.305647203635566
O00495,31.0,경기,gold,app,식품,29900.0,1,29900.0,low,low,3.0,32.0,32.0,경기,gold,app,3,1,0,1,0,0.0,0.0,10.305647203635566
O01318,41.0,부산,basic,web,도서,29900.0,1,29900.0,low,low,1.0,42.0,42.0,부산,basic,web,1,0,1,0,1,0.0,0.0,10.305647203635566
O00484,20.0,경기,basic,app ,패션,29900.0,1,29900.0,low,low,1.0,21.0,21.0,경기,basic,app,1,1,0,1,0,0.0,0.0,10.305647203635566
O00479,33.0,대구,gold,web,패션,29900.0,1,29900.0,low,low,3.0,34.0,34.0,대구,gold,web,3,0,1,0,1,0.0,0.0,10.305647203635566
O00560,50.0,경기,silver,web,도서,29900.0,1,29900.0,low,low,2.0,51.0,51.0,경기,silver,web,2,0,1,0,1,0.0,0.0,10.305647203635566
O01463,32.0,서울,basic,APP,뷰티,29900.0,1,29900.0,low,low,1.0,33.0,33.0,서울,basic,app,1,1,0,1,0,0.0,0.0,10.305647203635566
O00112,34.0,서울,silver,web,도서,29900.0,1,29900.0,low,low,2.0,35.0,35.0,서울,silver,web,2,0,1,0,1,0.0,0.0,10.305647203635566
O01441,33.0,대구,basic,app,가전,29900.0,1,29900.0,low,low,1.0,34.0,34.0,대구,basic,app,1,1,0,1,0,0.0,0.0,10.305647203635566
O01285,26.0,서울,gold,app,가전,29900.0,1,29900.0,low,low,3.0,27.0,27.0,서울,gold,app,3,1,0,1,0,0.0,0.0,10.305647203635566
O00577,25.0,서울,basic,web,식품,29900.0,1,29900.0,low,low,1.0,26.0,26.0,서울,basic,web,1,0,1,0,1,0.0,0.0,10.305647203635566
O00284,50.0,서울,silver,app,패션,29900.0,1,29900.0,low,low,2.0,51.0,51.0,서울,silver,app,2,1,0,1,0,0.0,0.0,10.305647203635566
O00585,28.0,경기,silver,web,도서,29900.0,1,29900.0,low,low,2.0,29.0,29.0,경기,silver,web,2,0,1,0,1,0.0,0.0,10.305647203635566
O01466,30.0,서울,silver,web,도서,29900.0,1,29900.0,low,low,2.0,31.0,31.0,서울,silver,web,2,0,1,0,1,0.0,0.0,10.305647203635566
